record_id,timestamp,agitator_tag,gearbox_tag,motor_tag,component,measurement_type,item_description,unit,source_value,operating_state,record_note
LOG-00346,2026-07-07 21:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.3,batch hold,historian point
LOG-00347,2026-07-07 21:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,5.92,batch hold,historian point
LOG-00348,2026-07-07 21:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,90.3,batch hold,historian point
LOG-00349,2026-07-07 21:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.1,batch hold,historian point
LOG-00350,2026-07-07 21:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,75.1,batch hold,historian point
LOG-00351,2026-07-07 22:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.4,batch hold,historian point
LOG-00352,2026-07-07 22:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,5.97,batch hold,historian point
LOG-00353,2026-07-07 22:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,90.5,batch hold,historian point
LOG-00354,2026-07-07 22:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.1,batch hold,historian point
LOG-00355,2026-07-07 22:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,75.0,batch hold,historian point
LOG-00356,2026-07-07 23:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.5,batch hold,historian point
LOG-00357,2026-07-07 23:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.01,batch hold,historian point
LOG-00358,2026-07-07 23:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,90.8,batch hold,historian point
LOG-00359,2026-07-07 23:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.1,batch hold,historian point
LOG-00360,2026-07-07 23:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,75.0,batch hold,historian point
LOG-00361,2026-07-08 00:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.5,recirculation,historian point
LOG-00362,2026-07-08 00:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.06,recirculation,historian point
LOG-00363,2026-07-08 00:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,91.0,recirculation,historian point
LOG-00364,2026-07-08 00:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.1,recirculation,historian point
LOG-00365,2026-07-08 00:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.9,recirculation,historian point
LOG-00366,2026-07-08 01:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.5,recirculation,historian point
LOG-00367,2026-07-08 01:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.10,recirculation,historian point
LOG-00368,2026-07-08 01:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,91.2,recirculation,historian point
LOG-00369,2026-07-08 01:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.1,recirculation,historian point
LOG-00370,2026-07-08 01:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.9,recirculation,historian point
LOG-00371,2026-07-08 02:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.5,recirculation,historian point
LOG-00372,2026-07-08 02:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.14,recirculation,historian point
LOG-00373,2026-07-08 02:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,91.5,recirculation,historian point
LOG-00374,2026-07-08 02:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.1,recirculation,historian point
LOG-00375,2026-07-08 02:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.8,recirculation,historian point
LOG-00376,2026-07-08 03:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.5,recirculation,historian point
LOG-00377,2026-07-08 03:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.19,recirculation,historian point
LOG-00378,2026-07-08 03:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,91.8,recirculation,historian point
LOG-00379,2026-07-08 03:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.1,recirculation,historian point
LOG-00380,2026-07-08 03:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.8,recirculation,historian point
LOG-00381,2026-07-08 04:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.5,recirculation,historian point
LOG-00382,2026-07-08 04:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.23,recirculation,historian point
LOG-00383,2026-07-08 04:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,92.0,recirculation,historian point
LOG-00384,2026-07-08 04:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.1,recirculation,historian point
LOG-00385,2026-07-08 04:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.7,recirculation,historian point
LOG-00386,2026-07-08 05:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.5,recirculation,historian point
LOG-00387,2026-07-08 05:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.26,recirculation,historian point
LOG-00388,2026-07-08 05:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,92.3,recirculation,historian point
LOG-00389,2026-07-08 05:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.1,recirculation,historian point
LOG-00390,2026-07-08 05:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.6,recirculation,historian point
LOG-00391,2026-07-08 06:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.4,recirculation,historian point
LOG-00392,2026-07-08 06:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.30,recirculation,historian point
LOG-00393,2026-07-08 06:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,92.6,recirculation,historian point
LOG-00394,2026-07-08 06:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.1,recirculation,historian point
LOG-00395,2026-07-08 06:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.6,recirculation,historian point
LOG-00396,2026-07-08 07:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.3,recirculation,historian point
LOG-00397,2026-07-08 07:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.33,recirculation,historian point
LOG-00398,2026-07-08 07:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,92.9,recirculation,historian point
LOG-00399,2026-07-08 07:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.2,recirculation,historian point
LOG-00400,2026-07-08 07:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.5,recirculation,historian point
LOG-00401,2026-07-08 08:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.2,recirculation,historian point
LOG-00402,2026-07-08 08:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.36,recirculation,historian point
LOG-00403,2026-07-08 08:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,93.2,recirculation,historian point
LOG-00404,2026-07-08 08:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.2,recirculation,historian point
LOG-00405,2026-07-08 08:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.5,recirculation,historian point
LOG-00406,2026-07-08 09:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.1,recirculation,historian point
LOG-00407,2026-07-08 09:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.39,recirculation,historian point
LOG-00408,2026-07-08 09:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,93.5,recirculation,historian point
LOG-00409,2026-07-08 09:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.2,recirculation,historian point
LOG-00410,2026-07-08 09:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.5,recirculation,historian point
LOG-00411,2026-07-08 10:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.1,heat-up,historian point
LOG-00412,2026-07-08 10:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.41,heat-up,historian point
LOG-00413,2026-07-08 10:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,93.8,heat-up,historian point
LOG-00414,2026-07-08 10:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.2,heat-up,historian point
LOG-00415,2026-07-08 10:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.4,heat-up,historian point
LOG-00416,2026-07-08 11:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.9,heat-up,historian point
LOG-00417,2026-07-08 11:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.44,heat-up,historian point
LOG-00418,2026-07-08 11:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,94.1,heat-up,historian point
LOG-00419,2026-07-08 11:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.2,heat-up,historian point
LOG-00420,2026-07-08 11:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.4,heat-up,historian point
LOG-00421,2026-07-08 12:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.8,heat-up,historian point
LOG-00422,2026-07-08 12:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.45,heat-up,historian point
LOG-00423,2026-07-08 12:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,94.4,heat-up,historian point
LOG-00424,2026-07-08 12:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.2,heat-up,historian point
LOG-00425,2026-07-08 12:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.4,heat-up,historian point
LOG-00426,2026-07-08 13:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.7,heat-up,historian point
LOG-00427,2026-07-08 13:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.47,heat-up,historian point
LOG-00428,2026-07-08 13:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,94.7,heat-up,historian point
LOG-00429,2026-07-08 13:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.3,heat-up,historian point
LOG-00430,2026-07-08 13:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.4,heat-up,historian point
LOG-00431,2026-07-08 14:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,88.4,heat-up,historian point
LOG-00432,2026-07-08 14:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,7.60,heat-up,historian point
LOG-00433,2026-07-08 14:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,104.5,heat-up,historian point
LOG-00434,2026-07-08 14:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,92.1,heat-up,historian point
LOG-00435,2026-07-08 14:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,84.2,heat-up,historian point
LOG-00436,2026-07-08 15:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.5,heat-up,historian point
LOG-00437,2026-07-08 15:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.49,heat-up,historian point
LOG-00438,2026-07-08 15:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.3,heat-up,historian point
LOG-00439,2026-07-08 15:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.3,heat-up,historian point
LOG-00440,2026-07-08 15:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.5,heat-up,historian point
LOG-00441,2026-07-08 16:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.4,heat-up,historian point
LOG-00442,2026-07-08 16:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.50,heat-up,historian point
LOG-00443,2026-07-08 16:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.6,heat-up,historian point
LOG-00444,2026-07-08 16:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.3,heat-up,historian point
LOG-00445,2026-07-08 16:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.5,heat-up,historian point
LOG-00446,2026-07-08 17:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.3,recirculation,historian point
LOG-00447,2026-07-08 17:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.50,recirculation,historian point
LOG-00448,2026-07-08 17:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.8,recirculation,historian point
LOG-00449,2026-07-08 17:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.4,recirculation,historian point
LOG-00450,2026-07-08 17:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.6,recirculation,historian point
LOG-00451,2026-07-08 18:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.2,batch hold,historian point
LOG-00452,2026-07-08 18:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.50,batch hold,historian point
LOG-00453,2026-07-08 18:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,96.1,batch hold,historian point
LOG-00454,2026-07-08 18:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.4,batch hold,historian point
LOG-00455,2026-07-08 18:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.7,batch hold,historian point
LOG-00456,2026-07-08 19:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.1,batch hold,historian point
LOG-00457,2026-07-08 19:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.49,batch hold,historian point
LOG-00458,2026-07-08 19:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,96.3,batch hold,historian point
LOG-00459,2026-07-08 19:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.4,batch hold,historian point
LOG-00460,2026-07-08 19:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.8,batch hold,historian point
LOG-00461,2026-07-08 20:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.1,batch hold,historian point
LOG-00462,2026-07-08 20:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.49,batch hold,historian point
LOG-00463,2026-07-08 20:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,96.6,batch hold,historian point
LOG-00464,2026-07-08 20:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.4,batch hold,historian point
LOG-00465,2026-07-08 20:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,74.9,batch hold,historian point
LOG-00466,2026-07-08 21:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.0,batch hold,historian point
LOG-00467,2026-07-08 21:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.48,batch hold,historian point
LOG-00468,2026-07-08 21:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,96.8,batch hold,historian point
LOG-00469,2026-07-08 21:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.5,batch hold,historian point
LOG-00470,2026-07-08 21:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,75.0,batch hold,historian point
LOG-00471,2026-07-08 22:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.0,batch hold,historian point
LOG-00472,2026-07-08 22:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.46,batch hold,historian point
LOG-00473,2026-07-08 22:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.0,batch hold,historian point
LOG-00474,2026-07-08 22:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.5,batch hold,historian point
LOG-00475,2026-07-08 22:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,75.2,batch hold,historian point
LOG-00476,2026-07-08 23:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.0,batch hold,historian point
LOG-00477,2026-07-08 23:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.45,batch hold,historian point
LOG-00478,2026-07-08 23:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.2,batch hold,historian point
LOG-00479,2026-07-08 23:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.5,batch hold,historian point
LOG-00480,2026-07-08 23:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,75.3,batch hold,historian point
LOG-00481,2026-07-09 00:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.0,recirculation,historian point
LOG-00482,2026-07-09 00:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.43,recirculation,historian point
LOG-00483,2026-07-09 00:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.4,recirculation,historian point
LOG-00484,2026-07-09 00:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.5,recirculation,historian point
LOG-00485,2026-07-09 00:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,75.5,recirculation,historian point
LOG-00486,2026-07-09 01:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.0,recirculation,historian point
LOG-00487,2026-07-09 01:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.41,recirculation,historian point
LOG-00488,2026-07-09 01:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.6,recirculation,historian point
LOG-00489,2026-07-09 01:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.6,recirculation,historian point
LOG-00490,2026-07-09 01:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,75.7,recirculation,historian point
LOG-00491,2026-07-09 02:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.0,recirculation,historian point
LOG-00492,2026-07-09 02:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.39,recirculation,historian point
LOG-00493,2026-07-09 02:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.7,recirculation,historian point
LOG-00494,2026-07-09 02:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.6,recirculation,historian point
LOG-00495,2026-07-09 02:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,75.9,recirculation,historian point
LOG-00496,2026-07-09 03:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.0,recirculation,historian point
LOG-00497,2026-07-09 03:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.36,recirculation,historian point
LOG-00498,2026-07-09 03:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.8,recirculation,historian point
LOG-00499,2026-07-09 03:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.6,recirculation,historian point
LOG-00500,2026-07-09 03:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,76.0,recirculation,historian point
LOG-00501,2026-07-09 04:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.1,recirculation,historian point
LOG-00502,2026-07-09 04:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.34,recirculation,historian point
LOG-00503,2026-07-09 04:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.0,recirculation,historian point
LOG-00504,2026-07-09 04:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.6,recirculation,historian point
LOG-00505,2026-07-09 04:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,76.2,recirculation,historian point
LOG-00506,2026-07-09 05:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.2,recirculation,historian point
LOG-00507,2026-07-09 05:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.31,recirculation,historian point
LOG-00508,2026-07-09 05:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.1,recirculation,historian point
LOG-00509,2026-07-09 05:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.7,recirculation,historian point
LOG-00510,2026-07-09 05:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,76.4,recirculation,historian point
LOG-00511,2026-07-09 06:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.3,recirculation,historian point
LOG-00512,2026-07-09 06:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.29,recirculation,historian point
LOG-00513,2026-07-09 06:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.1,recirculation,historian point
LOG-00514,2026-07-09 06:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.7,recirculation,historian point
LOG-00515,2026-07-09 06:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,76.6,recirculation,historian point
LOG-00516,2026-07-09 07:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.4,recirculation,historian point
LOG-00517,2026-07-09 07:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.26,recirculation,historian point
LOG-00518,2026-07-09 07:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.2,recirculation,historian point
